REGION,NAICS,DESCRIPTION,FLOORAREA[Msf],SITES[unit],FLOORAREA_PER_SITE[sf/unit],BUILDINGS[unit],BUILDINGS_PER_SITE[unit/unit],PURCHASES[GWh],TRANSFERS[GWh],GENERATION[GWh],SALES[GWh],NET_DEMAND[GWh],REPORTED_ELECTRIC[GWh],REPORTED_ELECTRIFICATION[pu],UNREPORTED_ELECTRIC[GWh],UNREPORTED_ELECTRIFICATION[pu],A,B,C,D,E,I,Z
WEST,327120,   Clay Building Material and Refractories,58,446,143775.5,1801,4.1,102,0,Q,0,105,1502.0,0.09768042609853528,3.0,2.2746666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
NERC,327211,  Flat Glass,43,50,854934.0,191,3.8,1662,32,1,37,1658,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NORTHEAST,327211,  Flat Glass,43,50,854934.0,191,3.8,309,0,*,0,310,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
MIDWEST,327211,  Flat Glass,43,50,854934.0,191,3.8,430,32,*,37,426,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
SOUTH,327211,  Flat Glass,43,50,854934.0,191,3.8,725,0,*,0,725,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
WEST,327211,  Flat Glass,43,50,854934.0,191,3.8,197,0,0,0,197,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NERC,327212,  Other Pressed and Blown Glass and Glassware,25,194,133977.0,604,3.1,W,0,*,0,W,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
NORTHEAST,327212,  Other Pressed and Blown Glass and Glassware,25,194,133977.0,604,3.1,W,0,*,0,W,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
MIDWEST,327212,  Other Pressed and Blown Glass and Glassware,25,194,133977.0,604,3.1,463,0,0,0,463,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
SOUTH,327212,  Other Pressed and Blown Glass and Glassware,25,194,133977.0,604,3.1,1198,0,0,0,1198,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
WEST,327212,  Other Pressed and Blown Glass and Glassware,25,194,133977.0,604,3.1,123,0,*,0,123,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
NERC,327213,  Glass Containers,32,59,548622.7,359,6.2,3544,0,*,0,3544,3544.0,0.055839729119638824,63.0,0.6499047619047619,0.13333333333333336,0.3722222222222222,0.01666666666666667,0.0,0.2,0.022222222222222223,0.25555555555555554
NORTHEAST,327213,  Glass Containers,32,59,548622.7,359,6.2,651,0,0,0,651,3544.0,0.055839729119638824,63.0,0.6499047619047619,0.13333333333333336,0.3722222222222222,0.01666666666666667,0.0,0.2,0.022222222222222223,0.25555555555555554
MIDWEST,327213,  Glass Containers,32,59,548622.7,359,6.2,873,0,0,0,873,3544.0,0.055839729119638824,63.0,0.6499047619047619,0.13333333333333336,0.3722222222222222,0.01666666666666667,0.0,0.2,0.022222222222222223,0.25555555555555554
SOUTH,327213,  Glass Containers,32,59,548622.7,359,6.2,1112,0,*,0,1112,3544.0,0.055839729119638824,63.0,0.6499047619047619,0.13333333333333336,0.3722222222222222,0.01666666666666667,0.0,0.2,0.022222222222222223,0.25555555555555554
WEST,327213,  Glass Containers,32,59,548622.7,359,6.2,909,0,0,0,909,3544.0,0.055839729119638824,63.0,0.6499047619047619,0.13333333333333336,0.3722222222222222,0.01666666666666667,0.0,0.2,0.022222222222222223,0.25555555555555554
NERC,327215,  Glass Products from Purchased Glass,58,683,85814.4,1035,1.5,3341,0,12,3,3350,3347.0,0.023446668658500147,204.0,0.01672549019607843,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NORTHEAST,327215,  Glass Products from Purchased Glass,58,683,85814.4,1035,1.5,364,0,12,3,373,3347.0,0.023446668658500147,204.0,0.01672549019607843,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
MIDWEST,327215,  Glass Products from Purchased Glass,58,683,85814.4,1035,1.5,1417,0,*,0,1417,3347.0,0.023446668658500147,204.0,0.01672549019607843,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
SOUTH,327215,  Glass Products from Purchased Glass,58,683,85814.4,1035,1.5,1168,0,0,0,1168,3347.0,0.023446668658500147,204.0,0.01672549019607843,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
WEST,327215,  Glass Products from Purchased Glass,58,683,85814.4,1035,1.5,393,0,*,0,393,3347.0,0.023446668658500147,204.0,0.01672549019607843,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NERC,327310,  Cements,22,189,120297.3,2189,11.7,10959,0,221,*,11180,11008.0,0.09205704941860465,105.0,2.502133333333333,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
NORTHEAST,327310,  Cements,22,189,120297.3,2189,11.7,870,0,0,0,870,11008.0,0.09205704941860465,105.0,2.502133333333333,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
MIDWEST,327310,  Cements,22,189,120297.3,2189,11.7,W,0,172,*,W,11008.0,0.09205704941860465,105.0,2.502133333333333,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
SOUTH,327310,  Cements,22,189,120297.3,2189,11.7,4882,0,*,0,4882,11008.0,0.09205704941860465,105.0,2.502133333333333,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
WEST,327310,  Cements,22,189,120297.3,2189,11.7,W,0,49,*,W,11008.0,0.09205704941860465,105.0,2.502133333333333,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
NERC,327410,  Lime,4,83,80618.6,502,7.1,1481,0,20,20,1481,1461.0,0.24521560574948664,1.0,64.828,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
NORTHEAST,327410,  Lime,4,83,80618.6,502,7.1,78,0,20,20,78,1461.0,0.24521560574948664,1.0,64.828,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
MIDWEST,327410,  Lime,4,83,80618.6,502,7.1,W,0,0,0,W,1461.0,0.24521560574948664,1.0,64.828,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
SOUTH,327410,  Lime,4,83,80618.6,502,7.1,687,0,0,0,687,1461.0,0.24521560574948664,1.0,64.828,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
WEST,327410,  Lime,4,83,80618.6,502,7.1,W,0,0,0,W,1461.0,0.24521560574948664,1.0,64.828,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
NERC,327420, Gypsum,29,122,275830.4,391,3.7,1368,0,38,0,1406,1368.0,0.13219005847953216,1.0,64.828,0.15000000000000002,0.29375,0.018750000000000003,0.0,0.225,0.025,0.2875
NORTHEAST,327420, Gypsum,29,122,275830.4,391,3.7,119,0,15,0,133,1368.0,0.13219005847953216,1.0,64.828,0.15000000000000002,0.29375,0.018750000000000003,0.0,0.225,0.025,0.2875
MIDWEST,327420, Gypsum,29,122,275830.4,391,3.7,269,0,*,0,269,1368.0,0.13219005847953216,1.0,64.828,0.15000000000000002,0.29375,0.018750000000000003,0.0,0.225,0.025,0.2875
SOUTH,327420, Gypsum,29,122,275830.4,391,3.7,709,0,0,0,709,1368.0,0.13219005847953216,1.0,64.828,0.15000000000000002,0.29375,0.018750000000000003,0.0,0.225,0.025,0.2875
WEST,327420, Gypsum,29,122,275830.4,391,3.7,272,0,23,0,295,1368.0,0.13219005847953216,1.0,64.828,0.15000000000000002,0.29375,0.018750000000000003,0.0,0.225,0.025,0.2875
NERC,327993,  Mineral Wool,43,186,242384.6,405,2.2,3205,0,2,0,3207,3207.0,0.03510944808231992,118.0,0.05783050847457627,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
NORTHEAST,327993,  Mineral Wool,43,186,242384.6,405,2.2,161,0,1,0,162,3207.0,0.03510944808231992,118.0,0.05783050847457627,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
MIDWEST,327993,  Mineral Wool,43,186,242384.6,405,2.2,1349,0,*,0,1349,3207.0,0.03510944808231992,118.0,0.05783050847457627,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
SOUTH,327993,  Mineral Wool,43,186,242384.6,405,2.2,1167,0,*,0,1167,3207.0,0.03510944808231992,118.0,0.05783050847457627,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
WEST,327993,  Mineral Wool,43,186,242384.6,405,2.2,528,0,*,0,528,3207.0,0.03510944808231992,118.0,0.05783050847457627,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
NERC,331110,  Iron and Steel Mills and Ferroalloys,251,345,788537.3,4101,12.5,60334,0,4605,468,64471,59867.0,0.06679579735079426,2337.0,0.8117552417629439,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NORTHEAST,331110,  Iron and Steel Mills and Ferroalloys,251,345,788537.3,4101,12.5,6800,0,453,3,7250,59867.0,0.06679579735079426,2337.0,0.8117552417629439,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
MIDWEST,331110,  Iron and Steel Mills and Ferroalloys,251,345,788537.3,4101,12.5,24383,0,3811,284,27910,59867.0,0.06679579735079426,2337.0,0.8117552417629439,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
SOUTH,331110,  Iron and Steel Mills and Ferroalloys,251,345,788537.3,4101,12.5,25153,0,340,181,25313,59867.0,0.06679579735079426,2337.0,0.8117552417629439,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
WEST,331110,  Iron and Steel Mills and Ferroalloys,251,345,788537.3,4101,12.5,3998,0,0,0,3998,59867.0,0.06679579735079426,2337.0,0.8117552417629439,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NERC,331314,  Secondary Smelting and Alloying of Aluminum,17,96,211771.4,484,5.2,4695,*,*,3848,847,847.0,0.08056670602125147,6.0,1.1373333333333333,0.16,0.32999999999999996,0.02,0.01,0.18,0.030000000000000006,0.27
NORTHEAST,331314,  Secondary Smelting and Alloying of Aluminum,17,96,211771.4,484,5.2,16,0,0,0,16,847.0,0.08056670602125147,6.0,1.1373333333333333,0.16,0.32999999999999996,0.02,0.01,0.18,0.030000000000000006,0.27
MIDWEST,331314,  Secondary Smelting and Alloying of Aluminum,17,96,211771.4,484,5.2,470,*,*,0,470,847.0,0.08056670602125147,6.0,1.1373333333333333,0.16,0.32999999999999996,0.02,0.01,0.18,0.030000000000000006,0.27
SOUTH,331314,  Secondary Smelting and Alloying of Aluminum,17,96,211771.4,484,5.2,4181,0,*,3848,332,847.0,0.08056670602125147,6.0,1.1373333333333333,0.16,0.32999999999999996,0.02,0.01,0.18,0.030000000000000006,0.27
WEST,331314,  Secondary Smelting and Alloying of Aluminum,17,96,211771.4,484,5.2,28,0,0,0,28,847.0,0.08056670602125147,6.0,1.1373333333333333,0.16,0.32999999999999996,0.02,0.01,0.18,0.030000000000000006,0.27
NERC,331315,"  Aluminum Sheet, Plate and Foils",47,57,833178.6,379,6.6,4494,0,9,0,4504,4494.0,0.04783177570093458,6.0,1.1373333333333333,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NORTHEAST,331315,"  Aluminum Sheet, Plate and Foils",47,57,833178.6,379,6.6,496,0,0,0,496,4494.0,0.04783177570093458,6.0,1.1373333333333333,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
MIDWEST,331315,"  Aluminum Sheet, Plate and Foils",47,57,833178.6,379,6.6,1543,0,0,0,1543,4494.0,0.04783177570093458,6.0,1.1373333333333333,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
SOUTH,331315,"  Aluminum Sheet, Plate and Foils",47,57,833178.6,379,6.6,2092,0,9,0,2102,4494.0,0.04783177570093458,6.0,1.1373333333333333,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
WEST,331315,"  Aluminum Sheet, Plate and Foils",47,57,833178.6,379,6.6,362,0,0,0,362,4494.0,0.04783177570093458,6.0,1.1373333333333333,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NERC,331318,"  Other Aluminum Rolling, Drawing and Extruding",36,191,200159.3,501,2.7,1741,0,Q,0,1744,1741.0,0.03723607122343481,97.0,0.03517525773195876,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NORTHEAST,331318,"  Other Aluminum Rolling, Drawing and Extruding",36,191,200159.3,501,2.7,300,0,0,0,300,1741.0,0.03723607122343481,97.0,0.03517525773195876,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
MIDWEST,331318,"  Other Aluminum Rolling, Drawing and Extruding",36,191,200159.3,501,2.7,W,0,0,0,W,1741.0,0.03723607122343481,97.0,0.03517525773195876,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
SOUTH,331318,"  Other Aluminum Rolling, Drawing and Extruding",36,191,200159.3,501,2.7,658,0,Q,0,661,1741.0,0.03723607122343481,97.0,0.03517525773195876,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
WEST,331318,"  Other Aluminum Rolling, Drawing and Extruding",36,191,200159.3,501,2.7,W,0,0,0,W,1741.0,0.03723607122343481,97.0,0.03517525773195876,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NERC,331410,   Nonferrous Metal (except Aluminum) Smelting and Refining,14,108,148746.8,695,7.1,7810,0,36,25,7821,7785.0,0.0210373795761079,24.0,0.9951666666666668,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NORTHEAST,331410,   Nonferrous Metal (except Aluminum) Smelting and Refining,14,108,148746.8,695,7.1,205,0,0,0,205,7785.0,0.0210373795761079,24.0,0.9951666666666668,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
MIDWEST,331410,   Nonferrous Metal (except Aluminum) Smelting and Refining,14,108,148746.8,695,7.1,2522,0,*,25,2496,7785.0,0.0210373795761079,24.0,0.9951666666666668,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
SOUTH,331410,   Nonferrous Metal (except Aluminum) Smelting and Refining,14,108,148746.8,695,7.1,2867,0,36,0,2904,7785.0,0.0210373795761079,24.0,0.9951666666666668,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
WEST,331410,   Nonferrous Metal (except Aluminum) Smelting and Refining,14,108,148746.8,695,7.1,2217,0,0,0,2217,7785.0,0.0210373795761079,24.0,0.9951666666666668,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NERC,331511,   Iron Foundries,43,320,135116.5,1308,4.1,6046,0,9,0,6055,6047.0,0.029340830163717545,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NORTHEAST,331511,   Iron Foundries,43,320,135116.5,1308,4.1,549,0,0,0,549,6047.0,0.029340830163717545,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
MIDWEST,331511,   Iron Foundries,43,320,135116.5,1308,4.1,4216,0,9,0,4224,6047.0,0.029340830163717545,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
SOUTH,331511,   Iron Foundries,43,320,135116.5,1308,4.1,1157,0,*,0,1157,6047.0,0.029340830163717545,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
WEST,331511,   Iron Foundries,43,320,135116.5,1308,4.1,125,0,*,0,125,6047.0,0.029340830163717545,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NERC,331523,   Nonferrous Metal Die-Casting Foundaries,28,254,114964.6,549,2.2,2105,0,0,0,2105,2105.0,0.03890166270783848,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NORTHEAST,331523,   Nonferrous Metal Die-Casting Foundaries,28,254,114964.6,549,2.2,91,0,0,0,91,2105.0,0.03890166270783848,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
MIDWEST,331523,   Nonferrous Metal Die-Casting Foundaries,28,254,114964.6,549,2.2,1428,0,0,0,1428,2105.0,0.03890166270783848,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
SOUTH,331523,   Nonferrous Metal Die-Casting Foundaries,28,254,114964.6,549,2.2,452,0,0,0,452,2105.0,0.03890166270783848,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
WEST,331523,   Nonferrous Metal Die-Casting Foundaries,28,254,114964.6,549,2.2,135,0,0,0,135,2105.0,0.03890166270783848,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NERC,331524,"  Aluminum Foundries, except Die-Casting",19,268,70095.9,610,2.3,793,0,*,0,793,793.0,0.047329129886506935,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NORTHEAST,331524,"  Aluminum Foundries, except Die-Casting",19,268,70095.9,610,2.3,74,0,0,0,74,793.0,0.047329129886506935,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
MIDWEST,331524,"  Aluminum Foundries, except Die-Casting",19,268,70095.9,610,2.3,445,0,0,0,445,793.0,0.047329129886506935,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
SOUTH,331524,"  Aluminum Foundries, except Die-Casting",19,268,70095.9,610,2.3,216,0,0,0,216,793.0,0.047329129886506935,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
WEST,331524,"  Aluminum Foundries, except Die-Casting",19,268,70095.9,610,2.3,58,0,*,0,58,793.0,0.047329129886506935,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NERC,334413,  Semiconductors and Related Devices,129,388,357738.8,1518,4.1,19101,0,34,0,19135,19106.0,0.01607243797759866,275.0,0.024814545454545454,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NORTHEAST,334413,  Semiconductors and Related Devices,129,388,357738.8,1518,4.1,2128,0,*,0,2128,19106.0,0.01607243797759866,275.0,0.024814545454545454,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
MIDWEST,334413,  Semiconductors and Related Devices,129,388,357738.8,1518,4.1,638,0,3,0,641,19106.0,0.01607243797759866,275.0,0.024814545454545454,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
SOUTH,334413,  Semiconductors and Related Devices,129,388,357738.8,1518,4.1,3842,0,*,0,3842,19106.0,0.01607243797759866,275.0,0.024814545454545454,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
WEST,334413,  Semiconductors and Related Devices,129,388,357738.8,1518,4.1,12493,0,30,0,12523,19106.0,0.01607243797759866,275.0,0.024814545454545454,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NERC,336111,Automobiles,84,44,1975817.3,233,5.5,3592,0,42,4,3631,3623.0,0.03107811206182721,4.0,0.853,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NORTHEAST,336111,Automobiles,84,44,1975817.3,233,5.5,1,0,0,0,1,3623.0,0.03107811206182721,4.0,0.853,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
MIDWEST,336111,Automobiles,84,44,1975817.3,233,5.5,2121,0,9,0,2129,3623.0,0.03107811206182721,4.0,0.853,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
SOUTH,336111,Automobiles,84,44,1975817.3,233,5.5,842,0,34,4,872,3623.0,0.03107811206182721,4.0,0.853,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
WEST,336111,Automobiles,84,44,1975817.3,233,5.5,629,0,0,0,629,3623.0,0.03107811206182721,4.0,0.853,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NERC,336112,  Light Trucks and Utility Vehicles,81,37,2183486.7,294,8.0,3573,0,83,0,3656,3574.0,0.03723223279238948,4.0,0.853,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NORTHEAST,336112,  Light Trucks and Utility Vehicles,81,37,2183486.7,294,8.0,0,0,0,0,0,3574.0,0.03723223279238948,4.0,0.853,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
MIDWEST,336112,  Light Trucks and Utility Vehicles,81,37,2183486.7,294,8.0,1986,0,31,0,2017,3574.0,0.03723223279238948,4.0,0.853,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
SOUTH,336112,  Light Trucks and Utility Vehicles,81,37,2183486.7,294,8.0,1585,0,52,0,1637,3574.0,0.03723223279238948,4.0,0.853,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
WEST,336112,  Light Trucks and Utility Vehicles,81,37,2183486.7,294,8.0,2,0,0,0,2,3574.0,0.03723223279238948,4.0,0.853,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NERC,336411,Aircraft,147,293,568435.4,2964,11.5,3198,0,*,1,3198,3197.0,0.024546762589928058,126.0,0.027079365079365078,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
NORTHEAST,336411,Aircraft,147,293,568435.4,2964,11.5,265,0,0,1,264,3197.0,0.024546762589928058,126.0,0.027079365079365078,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
MIDWEST,336411,Aircraft,147,293,568435.4,2964,11.5,502,0,0,0,502,3197.0,0.024546762589928058,126.0,0.027079365079365078,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
SOUTH,336411,Aircraft,147,293,568435.4,2964,11.5,1707,0,*,0,1707,3197.0,0.024546762589928058,126.0,0.027079365079365078,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
WEST,336411,Aircraft,147,293,568435.4,2964,11.5,724,0,0,0,724,3197.0,0.024546762589928058,126.0,0.027079365079365078,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
