Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous
11,WEEKDAY,1,0.0051,0.0000,0.0170,0.1016,0.2704,0.8151,0.2814,0.5257,0.0127,0.0601
11,WEEKDAY,2,0.0000,0.0000,0.0000,0.1016,0.1225,0.8043,0.2814,0.3955,0.0123,0.0563
11,WEEKDAY,3,0.0000,0.0000,0.0000,0.1016,0.0551,0.7951,0.2814,0.2867,0.0115,0.0494
11,WEEKDAY,4,0.0000,0.0000,0.0000,0.1016,0.0388,0.7860,0.2814,0.2091,0.0098,0.0347
11,WEEKDAY,5,0.0000,0.0000,0.0000,0.1051,0.0428,0.7910,0.2814,0.1586,0.0081,0.0214
11,WEEKDAY,6,0.0000,0.0000,0.0000,0.1362,0.0871,0.7833,0.2814,0.1344,0.0085,0.0182
11,WEEKDAY,7,0.0000,0.0000,0.0000,0.2367,0.2060,0.7775,0.0000,0.1434,0.1423,0.0259
11,WEEKDAY,8,0.0165,0.0000,0.0212,0.4277,0.4121,0.7773,0.0000,0.1736,0.1497,0.0394
11,WEEKDAY,9,0.0265,0.0546,0.0915,0.6662,0.6412,0.7975,0.0000,0.2085,0.1601,0.0528
11,WEEKDAY,10,0.0036,0.1790,0.1198,0.8438,0.7574,0.8125,0.0000,0.2452,0.1702,0.0601
11,WEEKDAY,11,0.0000,0.2427,0.1224,0.9048,0.8379,0.8299,0.0000,0.2825,0.1783,0.0602
11,WEEKDAY,12,0.0000,0.3167,0.1263,0.9158,0.9427,0.8549,0.0000,0.3392,0.1860,0.0602
11,WEEKDAY,13,0.0000,0.3528,0.1272,0.8817,1.1496,0.8822,0.0000,0.5228,0.1882,0.0618
11,WEEKDAY,14,0.0000,0.3793,0.1294,0.8619,1.2925,0.9260,0.0000,0.7795,0.1894,0.0728
11,WEEKDAY,15,0.0000,0.3804,0.1285,0.8705,1.3622,0.9466,0.0000,0.9332,0.1916,0.0899
11,WEEKDAY,16,0.0000,1.4545,0.3240,0.8966,1.4066,0.9398,0.0000,1.0010,0.1933,0.1010
11,WEEKDAY,17,0.0002,1.6383,0.3564,0.8992,1.4297,0.9336,0.2814,1.0227,0.1940,0.1077
11,WEEKDAY,18,0.0034,1.3336,0.3365,0.8641,1.4989,0.9154,0.2814,1.0291,0.1933,0.1095
11,WEEKDAY,19,0.0056,1.3137,0.3421,0.7186,1.4940,0.9039,0.2814,1.0222,0.1887,0.1089
11,WEEKDAY,20,0.0063,1.1972,0.3313,0.4630,1.3707,0.8936,0.2814,0.9726,0.1775,0.1016
11,WEEKDAY,21,0.0085,1.0652,0.3443,0.3005,1.1634,0.8721,0.2814,0.9185,0.1520,0.0925
11,WEEKDAY,22,0.0152,0.9034,0.3098,0.1891,0.9029,0.8620,0.2814,0.8566,0.0982,0.0777
11,WEEKDAY,23,0.0161,0.7685,0.2557,0.1246,0.6133,0.8375,0.2814,0.7833,0.0179,0.0680
11,SATURDAY,0,0.0000,0.0000,0.0161,0.1040,0.4304,0.8269,0.2814,0.6611,0.0141,0.0631
11,SATURDAY,1,0.0000,0.0000,0.0000,0.1016,0.2704,0.8151,0.2814,0.5257,0.0127,0.0601
11,SATURDAY,2,0.0000,0.0000,0.0000,0.1016,0.1225,0.8043,0.2814,0.3955,0.0123,0.0563
11,SATURDAY,3,0.0000,0.0000,0.0000,0.1016,0.0551,0.7951,0.2814,0.2867,0.0115,0.0494
11,SATURDAY,4,0.0000,0.0000,0.0000,0.1016,0.0388,0.7860,0.2814,0.2091,0.0098,0.0347
11,SATURDAY,5,0.0000,0.0000,0.0000,0.1051,0.0428,0.7910,0.2814,0.1586,0.0081,0.0214
11,SATURDAY,6,0.0000,0.0000,0.0000,0.1362,0.0871,0.7833,0.2814,0.1344,0.0085,0.0182
11,SATURDAY,7,0.0000,0.0000,0.0000,0.2367,0.2060,0.7775,0.0000,0.1434,0.1423,0.0259
11,SATURDAY,8,0.0143,0.0000,0.0161,0.4277,0.4121,0.7773,0.0000,0.1736,0.1497,0.0394
11,SATURDAY,9,0.0191,0.0362,0.0709,0.6662,0.6412,0.7975,0.0000,0.2085,0.1601,0.0528
11,SATURDAY,10,0.0078,0.1084,0.1170,0.8438,0.7574,0.8125,0.0000,0.2452,0.1702,0.0601
11,SATURDAY,11,0.0000,0.1863,0.1200,0.9048,0.8379,0.8299,0.0000,0.2825,0.1783,0.0602
11,SATURDAY,12,0.0000,0.2462,0.1238,0.9158,0.9427,0.8549,0.0000,0.3392,0.1860,0.0602
11,SATURDAY,13,0.0000,0.2899,0.1246,0.8817,1.1496,0.8822,0.0000,0.5228,0.1882,0.0618
11,SATURDAY,14,0.0000,0.2983,0.1243,0.8619,1.2925,0.9260,0.0000,0.7795,0.1894,0.0728
11,SATURDAY,15,0.0000,0.2998,0.1245,0.8705,1.3622,0.9466,0.0000,0.9332,0.1916,0.0899
11,SATURDAY,16,0.0399,1.2245,0.3113,0.8966,1.4066,0.9398,0.0000,1.0010,0.1933,0.1010
11,SATURDAY,17,0.0290,1.3912,0.3466,0.8992,1.4297,0.9336,0.2814,1.0227,0.1940,0.1077
11,SATURDAY,18,0.0366,1.1246,0.3298,0.8641,1.4989,0.9154,0.2814,1.0291,0.1933,0.1095
11,SATURDAY,19,0.0474,1.1140,0.3315,0.7186,1.4940,0.9039,0.2814,1.0222,0.1887,0.1089
11,SATURDAY,20,0.0550,1.0055,0.3626,0.4630,1.3707,0.8936,0.2814,0.9726,0.1775,0.1016
11,SATURDAY,21,0.0584,0.8913,0.3816,0.3005,1.1634,0.8721,0.2814,0.9185,0.1520,0.0925
11,SATURDAY,22,0.0859,0.7436,0.3441,0.1891,0.9029,0.8620,0.2814,0.8566,0.0982,0.0777
11,SATURDAY,23,0.0777,0.6400,0.2812,0.1246,0.6133,0.8375,0.2814,0.7833,0.0179,0.0680
11,SUNDAY,0,0.0074,0.0000,0.0201,0.1040,0.4304,0.8269,0.2814,0.6611,0.0141,0.0631
11,SUNDAY,1,0.0000,0.0000,0.0201,0.1016,0.2704,0.8151,0.2814,0.5257,0.0127,0.0601
11,SUNDAY,2,0.0075,0.0000,0.0201,0.1016,0.1225,0.8043,0.2814,0.3955,0.0123,0.0563
11,SUNDAY,3,0.0000,0.0000,0.0000,0.1016,0.0551,0.7951,0.2814,0.2867,0.0115,0.0494
11,SUNDAY,4,0.0000,0.0000,0.0000,0.1016,0.0388,0.7860,0.2814,0.2091,0.0098,0.0347
11,SUNDAY,5,0.0000,0.0000,0.0000,0.1051,0.0428,0.7910,0.2814,0.1586,0.0081,0.0214
11,SUNDAY,6,0.0000,0.0000,0.0000,0.1362,0.0871,0.7833,0.2814,0.1344,0.0085,0.0182
11,SUNDAY,7,0.0000,0.0000,0.0000,0.2367,0.2060,0.7775,0.0000,0.1434,0.1423,0.0259
11,SUNDAY,8,0.0168,0.0000,0.0201,0.4277,0.4121,0.7773,0.0000,0.1736,0.1497,0.0394
11,SUNDAY,9,0.0426,0.0485,0.1032,0.6662,0.6412,0.7975,0.0000,0.2085,0.1601,0.0528
11,SUNDAY,10,0.0000,0.1504,0.1175,0.8438,0.7574,0.8125,0.0000,0.2452,0.1702,0.0601
11,SUNDAY,11,0.0000,0.2122,0.1204,0.9048,0.8379,0.8299,0.0000,0.2825,0.1783,0.0602
11,SUNDAY,12,0.0000,0.2702,0.1241,0.9158,0.9427,0.8549,0.0000,0.3392,0.1860,0.0602
11,SUNDAY,13,0.0000,0.2983,0.1252,0.8817,1.1496,0.8822,0.0000,0.5228,0.1882,0.0618
11,SUNDAY,14,0.0000,0.3196,0.1261,0.8619,1.2925,0.9260,0.0000,0.7795,0.1894,0.0728
11,SUNDAY,15,0.0000,0.3248,0.1251,0.8705,1.3622,0.9466,0.0000,0.9332,0.1916,0.0899
11,SUNDAY,16,0.1043,1.1831,0.3165,0.8966,1.4066,0.9398,0.0000,1.0010,0.1933,0.1010
11,SUNDAY,17,0.0857,1.3519,0.3967,0.8992,1.4297,0.9336,0.2814,1.0227,0.1940,0.1077
11,SUNDAY,18,0.0819,1.0901,0.3801,0.8641,1.4989,0.9154,0.2814,1.0291,0.1933,0.1095
11,SUNDAY,19,0.0774,1.0806,0.3828,0.7186,1.4940,0.9039,0.2814,1.0222,0.1887,0.1089
11,SUNDAY,20,0.0819,0.9888,0.3734,0.4630,1.3707,0.8936,0.2814,0.9726,0.1775,0.1016
11,SUNDAY,21,0.0875,0.8798,0.3580,0.3005,1.1634,0.8721,0.2814,0.9185,0.1520,0.0925
11,SUNDAY,22,0.1068,0.7307,0.3105,0.1891,0.9029,0.8620,0.2814,0.8566,0.0982,0.0777
11,SUNDAY,23,0.0904,0.6422,0.2327,0.1246,0.6133,0.8375,0.2814,0.7833,0.0179,0.0680
11,HOLIDAY,0,0.0000,0.0000,0.0000,0.1028,0.2338,0.7942,0.2814,0.3876,0.0104,0.0372
11,HOLIDAY,1,0.0000,0.0000,0.0000,0.1016,0.1539,0.7885,0.2814,0.3199,0.0097,0.0356
11,HOLIDAY,2,0.0000,0.0000,0.0000,0.1016,0.0799,0.7834,0.2814,0.2548,0.0095,0.0338
11,HOLIDAY,3,0.0000,0.0000,0.0000,0.1016,0.0462,0.7792,0.2814,0.2004,0.0091,0.0303
11,HOLIDAY,4,0.0000,0.0000,0.0000,0.1016,0.0380,0.7748,0.2814,0.1616,0.0082,0.0229
11,HOLIDAY,5,0.0000,0.0000,0.0000,0.1033,0.0400,0.7839,0.2814,0.1364,0.0074,0.0163
11,HOLIDAY,6,0.0000,0.0000,0.0000,0.1189,0.0622,0.7790,0.2814,0.1243,0.0076,0.0147
11,HOLIDAY,7,0.0000,0.0000,0.0000,0.1692,0.1217,0.7739,0.0000,0.1287,0.0745,0.0186
11,HOLIDAY,8,0.0000,0.0000,0.0000,0.2647,0.2247,0.7721,0.0000,0.1439,0.0782,0.0253
11,HOLIDAY,9,0.0251,0.0136,0.0518,0.3839,0.3392,0.7881,0.0000,0.1613,0.0834,0.0320
11,HOLIDAY,10,0.0171,0.0875,0.0998,0.4727,0.3974,0.7972,0.0000,0.1797,0.0884,0.0356
11,HOLIDAY,11,0.0000,0.1471,0.1011,0.5032,0.4376,0.8086,0.0000,0.1983,0.0925,0.0357
11,HOLIDAY,12,0.0000,0.1902,0.1029,0.5087,0.4900,0.8281,0.0000,0.2266,0.0963,0.0357
11,HOLIDAY,13,0.0000,0.2160,0.1031,0.4917,0.5935,0.8429,0.0000,0.3185,0.0974,0.0365
11,HOLIDAY,14,0.0000,0.2283,0.1044,0.4818,0.6649,0.8718,0.0000,0.4468,0.0980,0.0420
11,HOLIDAY,15,0.0000,0.2303,0.1043,0.4861,0.6997,0.8830,0.0000,0.5236,0.0991,0.0505
11,HOLIDAY,16,0.0000,0.5893,0.1956,0.4991,0.7220,0.8732,0.0000,0.5576,0.1000,0.0561
11,HOLIDAY,17,0.0000,0.6584,0.3014,0.5004,0.7335,0.8673,0.2814,0.5684,0.1003,0.0595
11,HOLIDAY,18,0.0000,0.5298,0.2068,0.4829,0.7681,0.8513,0.2814,0.5716,0.1000,0.0604
11,HOLIDAY,19,0.0000,0.5177,0.2956,0.4101,0.7657,0.8443,0.2814,0.5682,0.0977,0.0601
11,HOLIDAY,20,0.0000,0.4734,0.2513,0.2823,0.7040,0.8396,0.2814,0.5434,0.0921,0.0564
11,HOLIDAY,21,0.0000,0.4274,0.2459,0.2011,0.6004,0.8232,0.2814,0.5163,0.0793,0.0518
11,HOLIDAY,22,0.0000,0.3437,0.1887,0.1453,0.4701,0.8183,0.2814,0.4854,0.0524,0.0445
11,HOLIDAY,23,0.0000,0.3030,0.1766,0.1131,0.3253,0.7989,0.2814,0.4487,0.0123,0.0396
12,WEEKDAY,0,0.0187,0.0000,0.0115,0.1136,0.4288,0.8116,0.2814,0.6610,0.0140,0.0630
12,WEEKDAY,1,0.0135,0.0000,0.0077,0.1112,0.2702,0.8004,0.2814,0.5257,0.0127,0.0600
12,WEEKDAY,2,0.0508,0.0000,0.0269,0.1112,0.1225,0.7902,0.2814,0.3955,0.0123,0.0563
12,WEEKDAY,3,0.0532,0.0000,0.0307,0.1112,0.0551,0.7810,0.2814,0.2867,0.0115,0.0494
12,WEEKDAY,4,0.0456,0.0000,0.0230,0.1112,0.0388,0.7724,0.2814,0.2091,0.0098,0.0347
12,WEEKDAY,5,0.0744,0.0000,0.0384,0.1149,0.0426,0.7770,0.2814,0.1585,0.0081,0.0214
12,WEEKDAY,6,0.0801,0.0000,0.0422,0.1488,0.0853,0.7692,0.2814,0.1342,0.0084,0.0180
12,WEEKDAY,7,0.0907,0.0000,0.0460,0.2587,0.2001,0.7632,0.2814,0.1428,0.1421,0.0255
12,WEEKDAY,8,0.0000,0.0000,0.0000,0.4675,0.3992,0.7579,0.0000,0.1727,0.1493,0.0386
12,WEEKDAY,9,0.0000,0.0212,0.0234,0.7281,0.6212,0.7738,0.0000,0.2073,0.1595,0.0516
12,WEEKDAY,10,0.0260,0.0497,0.0744,0.9223,0.7365,0.7874,0.0000,0.2440,0.1695,0.0587
12,WEEKDAY,11,0.0189,0.0970,0.1137,0.9889,0.8153,0.8048,0.0000,0.2812,0.1776,0.0589
12,WEEKDAY,12,0.0000,0.1671,0.1171,1.0010,0.9200,0.8282,0.0000,0.3379,0.1853,0.0589
12,WEEKDAY,13,0.0000,0.1977,0.1177,0.9637,1.1282,0.8556,0.0000,0.5216,0.1876,0.0605
12,WEEKDAY,14,0.0000,0.2094,0.1180,0.9421,1.2720,0.8983,0.0000,0.7783,0.1888,0.0714
12,WEEKDAY,15,0.0000,0.2042,0.1164,0.9514,1.3420,0.9192,0.0000,0.9319,0.1910,0.0885
12,WEEKDAY,16,0.3815,0.9478,0.3813,0.9799,1.3857,0.9141,0.0000,0.9998,0.1927,0.0996
12,WEEKDAY,17,0.3274,1.0913,0.4206,0.9829,1.4079,0.9097,0.2814,1.0214,0.1933,0.1064
12,WEEKDAY,18,0.3155,0.8997,0.4135,0.9445,1.4769,0.8956,0.2814,1.0279,0.1927,0.1082
12,WEEKDAY,19,0.3155,0.8966,0.4165,0.7855,1.4726,0.8839,0.2814,1.0209,0.1880,0.1076
12,WEEKDAY,20,0.3348,0.8248,0.4098,0.5061,1.3508,0.8746,0.2814,0.9714,0.1769,0.1004
12,WEEKDAY,21,0.3234,0.7480,0.3754,0.3284,1.1467,0.8546,0.2814,0.9173,0.1515,0.0914
12,WEEKDAY,22,0.3197,0.6445,0.3389,0.2067,0.8910,0.8456,0.2814,0.8558,0.0979,0.0770
12,WEEKDAY,23,0.3195,0.5508,0.2957,0.1362,0.6078,0.8226,0.2814,0.7828,0.0177,0.0677
12,SATURDAY,0,0.0000,0.0000,0.0000,0.1136,0.4304,0.8117,0.2814,0.6611,0.0141,0.0631
12,SATURDAY,1,0.0313,0.0000,0.0201,0.1111,0.2704,0.8005,0.2814,0.5257,0.0127,0.0601
12,SATURDAY,2,0.0000,0.0000,0.0000,0.1111,0.1225,0.7902,0.2814,0.3955,0.0123,0.0563
12,SATURDAY,3,0.0309,0.0000,0.0201,0.1111,0.0551,0.7811,0.2814,0.2867,0.0115,0.0494
12,SATURDAY,4,0.0335,0.0000,0.0201,0.1111,0.0388,0.7724,0.2814,0.2091,0.0098,0.0347
12,SATURDAY,5,0.0670,0.0000,0.0403,0.1149,0.0428,0.7770,0.2814,0.1586,0.0081,0.0214
12,SATURDAY,6,0.0319,0.0000,0.0201,0.1488,0.0871,0.7692,0.2814,0.1344,0.0085,0.0182
12,SATURDAY,7,0.0679,0.0000,0.0403,0.2587,0.2060,0.7633,0.2814,0.1434,0.1423,0.0259
12,SATURDAY,8,0.0000,0.0000,0.0000,0.4675,0.4121,0.7581,0.0000,0.1736,0.1497,0.0394
12,SATURDAY,9,0.0000,0.0219,0.0250,0.7281,0.6412,0.7741,0.0000,0.2085,0.1601,0.0528
12,SATURDAY,10,0.0231,0.0579,0.0750,0.9223,0.7574,0.7877,0.0000,0.2452,0.1702,0.0601
12,SATURDAY,11,0.0000,0.1124,0.1169,0.9889,0.8379,0.8051,0.0000,0.2825,0.1783,0.0602
12,SATURDAY,12,0.0000,0.1943,0.1193,1.0010,0.9427,0.8285,0.0000,0.3392,0.1860,0.0602
12,SATURDAY,13,0.0000,0.2303,0.1204,0.9637,1.1496,0.8559,0.0000,0.5228,0.1882,0.0618
12,SATURDAY,14,0.0000,0.2566,0.1198,0.9421,1.2925,0.8986,0.0000,0.7795,0.1894,0.0728
12,SATURDAY,15,0.0000,0.2461,0.1184,0.9514,1.3622,0.9195,0.0000,0.9332,0.1916,0.0899
12,SATURDAY,16,0.3092,1.0164,0.3865,0.9799,1.4066,0.9144,0.0000,1.0010,0.1933,0.1010
12,SATURDAY,17,0.2671,1.1677,0.4025,0.9829,1.4297,0.9100,0.2814,1.0227,0.1940,0.1077
12,SATURDAY,18,0.2595,0.9571,0.4091,0.9445,1.4989,0.8959,0.2814,1.0291,0.1933,0.1095
12,SATURDAY,19,0.2588,0.9567,0.4120,0.7855,1.4940,0.8842,0.2814,1.0222,0.1887,0.1089
12,SATURDAY,20,0.2589,0.8733,0.4048,0.5061,1.3707,0.8749,0.2814,0.9726,0.1775,0.1016
12,SATURDAY,21,0.2665,0.7896,0.4153,0.3284,1.1634,0.8548,0.2814,0.9185,0.1520,0.0925
12,SATURDAY,22,0.2701,0.6734,0.2893,0.2067,0.9029,0.8458,0.2814,0.8566,0.0982,0.0777
12,SATURDAY,23,0.2960,0.5712,0.2973,0.1362,0.6133,0.8228,0.2814,0.7833,0.0179,0.0680
12,SUNDAY,0,0.0000,0.0000,0.0000,0.1136,0.4304,0.8117,0.2814,0.6611,0.0141,0.0631
12,SUNDAY,1,0.0000,0.0000,0.0000,0.1111,0.2704,0.8005,0.2814,0.5257,0.0127,0.0601
12,SUNDAY,2,0.0000,0.0000,0.0000,0.1111,0.1225,0.7902,0.2814,0.3955,0.0123,0.0563
12,SUNDAY,3,0.0532,0.0000,0.0322,0.1111,0.0551,0.7811,0.2814,0.2867,0.0115,0.0494
12,SUNDAY,4,0.0000,0.0000,0.0000,0.1111,0.0388,0.7724,0.2814,0.2091,0.0098,0.0347
12,SUNDAY,5,0.0809,0.0000,0.0483,0.1149,0.0428,0.7770,0.2814,0.1586,0.0081,0.0214
12,SUNDAY,6,0.0258,0.0000,0.0161,0.1488,0.0871,0.7692,0.2814,0.1344,0.0085,0.0182
12,SUNDAY,7,0.0879,0.0000,0.0483,0.2587,0.2060,0.7633,0.2814,0.1434,0.1423,0.0259
12,SUNDAY,8,0.0000,0.0000,0.0000,0.4675,0.4121,0.7581,0.0000,0.1736,0.1497,0.0394
12,SUNDAY,9,0.0000,0.0226,0.0238,0.7281,0.6412,0.7741,0.0000,0.2085,0.1601,0.0528
12,SUNDAY,10,0.0575,0.0474,0.1147,0.9223,0.7574,0.7877,0.0000,0.2452,0.1702,0.0601
12,SUNDAY,11,0.0000,0.1244,0.1166,0.9889,0.8379,0.8051,0.0000,0.2825,0.1783,0.0602
12,SUNDAY,12,0.0000,0.1766,0.1204,1.0010,0.9427,0.8285,0.0000,0.3392,0.1860,0.0602
12,SUNDAY,13,0.0000,0.2312,0.1211,0.9637,1.1496,0.8559,0.0000,0.5228,0.1882,0.0618
12,SUNDAY,14,0.0000,0.2433,0.1212,0.9421,1.2925,0.8986,0.0000,0.7795,0.1894,0.0728
12,SUNDAY,15,0.0000,0.2374,0.1192,0.9514,1.3622,0.9195,0.0000,0.9332,0.1916,0.0899
12,SUNDAY,16,0.3479,0.9989,0.3714,0.9799,1.4066,0.9144,0.0000,1.0010,0.1933,0.1010
12,SUNDAY,17,0.3057,1.1256,0.4401,0.9829,1.4297,0.9100,0.2814,1.0227,0.1940,0.1077
12,SUNDAY,18,0.3049,0.9276,0.4269,0.9445,1.4989,0.8959,0.2814,1.0291,0.1933,0.1095
12,SUNDAY,19,0.3068,0.9096,0.4296,0.7855,1.4940,0.8842,0.2814,1.0222,0.1887,0.1089
12,SUNDAY,20,0.3186,0.8250,0.4220,0.5061,1.3707,0.8749,0.2814,0.9726,0.1775,0.1016
12,SUNDAY,21,0.3602,0.7307,0.4142,0.3284,1.1634,0.8548,0.2814,0.9185,0.1520,0.0925
12,SUNDAY,22,0.3337,0.6269,0.3409,0.2067,0.9029,0.8458,0.2814,0.8566,0.0982,0.0777
12,SUNDAY,23,0.3254,0.5373,0.2791,0.1362,0.6133,0.8228,0.2814,0.7833,0.0179,0.0680
12,HOLIDAY,0,0.0000,0.0000,0.0000,0.1111,0.0373,0.7464,0.2814,0.1141,0.0067,0.0112
12,HOLIDAY,1,0.1436,0.0000,0.0806,0.1111,0.0373,0.7473,0.2814,0.1141,0.0067,0.0112
12,HOLIDAY,2,0.0000,0.0000,0.0000,0.1111,0.0373,0.7484,0.2814,0.1141,0.0067,0.0112
12,HOLIDAY,3,0.1969,0.0000,0.0806,0.1111,0.0373,0.7492,0.2814,0.1141,0.0067,0.0112
12,HOLIDAY,4,0.1688,0.0000,0.0806,0.1111,0.0373,0.7500,0.2814,0.1141,0.0067,0.0112
12,HOLIDAY,5,0.1779,0.0000,0.0806,0.1111,0.0373,0.7629,0.2814,0.1141,0.0067,0.0112
12,HOLIDAY,6,0.1686,0.0000,0.0806,0.1111,0.0373,0.7606,0.2814,0.1141,0.0067,0.0112
12,HOLIDAY,7,0.1900,0.0000,0.0806,0.1111,0.0373,0.7561,0.2814,0.1141,0.0067,0.0112
12,HOLIDAY,8,0.0000,0.0000,0.0000,0.1111,0.0373,0.7477,0.0000,0.1141,0.0067,0.0112
12,HOLIDAY,9,0.0000,0.0000,0.0000,0.1111,0.0373,0.7552,0.0000,0.1141,0.0067,0.0112
12,HOLIDAY,10,0.0000,0.0000,0.0000,0.1111,0.0373,0.7570,0.0000,0.1141,0.0067,0.0112
12,HOLIDAY,11,0.0000,0.0000,0.0000,0.1111,0.0373,0.7626,0.0000,0.1141,0.0067,0.0112
12,HOLIDAY,12,0.0000,0.0000,0.0000,0.1111,0.0373,0.7749,0.0000,0.1141,0.0067,0.0112
12,HOLIDAY,13,0.0000,0.0000,0.0000,0.1111,0.0373,0.7772,0.0000,0.1141,0.0067,0.0112
12,HOLIDAY,14,0.0000,0.0000,0.0000,0.1111,0.0373,0.7903,0.0000,0.1141,0.0067,0.0112
12,HOLIDAY,15,0.0000,0.0000,0.0000,0.1111,0.0373,0.7923,0.0000,0.1141,0.0067,0.0112
12,HOLIDAY,16,0.0000,0.0000,0.0000,0.1111,0.0373,0.7813,0.0000,0.1141,0.0067,0.0112
12,HOLIDAY,17,0.0000,0.0000,0.0000,0.1111,0.0373,0.7774,0.2814,0.1141,0.0067,0.0112
12,HOLIDAY,18,0.0000,0.0000,0.0000,0.1111,0.0373,0.7677,0.2814,0.1141,0.0067,0.0112
12,HOLIDAY,19,0.1370,0.0000,0.0806,0.1111,0.0373,0.7650,0.2814,0.1141,0.0067,0.0112
12,HOLIDAY,20,0.0000,0.0000,0.0000,0.1111,0.0373,0.7669,0.2814,0.1141,0.0067,0.0112
12,HOLIDAY,21,0.1426,0.0000,0.0806,0.1111,0.0373,0.7570,0.2814,0.1141,0.0067,0.0112
12,HOLIDAY,22,0.1544,0.0000,0.0806,0.1111,0.0373,0.7582,0.2814,0.1141,0.0067,0.0112
12,HOLIDAY,23,0.1643,0.0000,0.0806,0.1111,0.0373,0.7455,0.2814,0.1141,0.0067,0.0112
